"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M421.636T753.774","4899.2317","4838.2488","2790.2009","6268.1607","2771.8133","363.3852","7503.1942","7551.1332","8477.4725","3628.3365","7109.3028","363.3852","4629.8251","4990.7441","2874.3893","363.3852","1816.926","3708.0103"
"M709.31T874.193","3404.5781","2921.9663","5473.9014","4638.1905","4558.318","42.64228","5913.0803","5833.5301","7335.1672","7017.4315","7526.6068","213.2114","4164.9741","3704.4676","5150.309","42.64228","5398.0626","5037.7527"
"M361.589T316.501","44782.8099","38985.4106","43087.4205","41764.623","42967.9546","6702.828","38863.3978","49023.6197","33514.14","56169.776","37116.285","6702.828","46639.0285","45307.873","43441.6311","6702.828","59762.8696","48216.6027"
"M517.099T802.454","8070.0684","8483.988","9983.0223","4832.1068","4031.6131","116.62322","8343.746","5367.0888","11205.2246","5150.4552","13097.8185","116.62322","583.1161","6566.5135","7037.1457","116.62322","5324.5953","4447.2526"
"M982.374T904.236","3738.7956","1849.1913","4437.7592","2642.8672","3007.9911","356.18945","4796.1674","6329.3281","5916.636","6774.2584","10020.4906","71.23789","4653.146","5367.0111","3866.297","71.23789","5399.865","5214.728"
"M383.433T314.152","18842.2979","26776.5453","24363.9975","22176.1568","18183.3216","3446.63866","22310.4704","21968.5712","19612.0209","22166.6387","22195.5246","3446.63866","20897.2214","22605.9631","26263.0848","3446.63866","17233.1933","23632.0494"
"M362.298T315.255","7823.2492","9335.1938","12127.6605","8352.1858","7945.0951","42.6","9807.3615","11497.5132","11059.4713","12205.2787","13618.8699","42.6","7535.5119","7749.0539","8664.6987","213","12062.3711","7258.8319"
"M481.183T769.795","3284.1193","7215.1543","5712.5098","9045.3092","16920.0831","643.7991","15789.1496","11985.874","10024.2933","19451.9187","22469.0638","643.7991","3733.0895","3218.9955","11562.2379","643.7991","4223.8467","8847.3865"
"M407.173T414.983","169.3751","519.6324","886.2372","4433.0226","1012.015","186.69015","6859.0893","364.3869","845.9575","675.4941","700.8324","554.2409","958.476","1713.3304","2055.0066","158","316.9254","191.1114"
"M1297.451T316.098","8277.6651","3097.6299","12187.7036","10210.8537","3736.9389","39.6","9131.2676","8619.1142","2720.896","7730.5724","11836.3993","39.6","4936.0263","5090.3245","5728.1992","198","12932.6327","10515.8923"
"M727.283T864.823","28650.4842","22335.104","39784.1026","19824.0907","17117.6674","135.8","39994.0685","32400.0276","15293.2492","28721.589","36322.65","135.8","12873.276","20208.6126","24861.584","679","66082.817","61877.1154"
"M847.495T1389.03","15934.8623","22489.2653","22894.7712","12451.0051","22481.219","11858.94475","20126.6984","16736.785","23859.2015","12306.779","21276.86","9687.7085","14364.7582","18579.6486","13534.8346","8050","22252.2693","15509.4206"
"M1031.84T1213.333","14762.5931","19677.0165","20256.181","14865.6996","16134.5732","2050.0183","19096.1618","23828.9309","10250.0915","17225.8991","16718.195","2050.0183","14213.6149","12396.2409","17275.2458","2050.0183","17822.1219","11989.2644"
"M937.515T1306.76","36710.445","27851.9273","48574.368","21697.516","42474.4425","70.6","33585.0667","43131.2844","36136.6889","30096.7663","33165.6413","4696.7181","31106.9397","30568.2438","31422.8158","353","46448.5905","34900.5472"
"M570.518T894.146","6128.3831","12451.9348","10424.7952","4917.2914","4047.5619","809.51238","6074.0274","6429.7998","13120.8208","10340.985","7413.2252","809.51238","11579.4399","8421.686","11424.4521","809.51238","6269.9258","4222.4062"
"M1162.717T895.445","8759.6453","11555.0117","8308.7152","5289.6555","3394.9821","816.33388","4650.2701","5072.2148","12737.2031","8692.633","8222.2422","80","6034.5868","9692.9186","12281.0876","400","5297.1757","5142.1364"
"M289.446T802.654","5890.1467","8120.7581","4087.0716","3624.0789","1403.5334","280.70668","2501.1396","5229.3031","6872.6228","2208.1938","7796.7542","280.70668","2258.7165","4461.8583","4537.7014","280.70668","2041.921","3226.4881"
"M970.001T316.098","8356.1534","7864.4485","7360.6001","4115.6431","5353.3818","585.95746","10844.5165","8099.1737","2929.7873","8063.3659","16127.2999","585.95746","8558.8608","6801.1719","6602.0632","585.95746","10633.4341","7844.1999"
"M647.193T836.421","6811.2995","2861.4747","6733.2553","6421.9006","5486.5576","572.29494","9012.6113","7777.4098","11369.3855","8142.4","10246.5643","572.29494","7429.1864","7142.752","6479.8176","572.29494","5939.6491","5248.511"
"M968.365T965.957","30644.966","4715.4381","31805.3437","15154.4898","27082.9323","425.9694","68775.0893","27999.4918","24603.8302","45469.0156","26019.2359","375.5078","36695.216","27134.0298","36084.6289","292","32171.8712","22217.9458"
"M863.184T809.21","11320.2514","24126.144","16672.806","6744.8428","7103.3356","39.43736","14974.0669","14627.3422","15122.3965","15568.4971","47983.46","197.1868","11584.5556","10582.6506","8703.9105","39.43736","9561.3927","8541.858"
"M565.23T844.341","6329.1614","7937.5283","8605.059","7446.9857","5413.575","163.07986","8735.5604","7155.4809","5913.3387","8949.601","7300.4395","815.3993","2890.7684","7926.5748","6395.9587","163.07986","9420.4871","8212.0665"
"M293.118T1042.937","459.6846","41.35216","41.35216","751.8361","302.2211","41.35216","392.9927","873.5291","4801.319","5377.7571","2341.1092","41.35216","3441.0504","478.8447","1105.8525","453","864.8389","206.7608"
"M483.209T897.853","16030.4219","12188.3153","20961.12","15171.8396","22877.5196","2437.66306","29244.3","17340.3462","16607.2195","21113.8594","18995.4294","2437.66306","16835.4306","15250.4707","17919.7099","2437.66306","28050.9147","24691.511"
"M1094.047T894.516","57665.1311","102389.76","78201.0651","24328.4782","28677.2251","43.6","49891.8062","73060.5673","119594.1112","71138.1845","75830.4316","43.6","59411.164","59686.3512","63833.4824","218","20725.8721","28667.6565"
"M317.087T121.975","5945.9514","5405.3135","8099.8679","6832.8801","5848.3316","1355.5299","6081.0246","8402.924","8209.2301","7206.9435","9423.9144","649.0058","5901.5777","6652.3238","5578.6817","178","6108.9287","8546.6196"
"M909.388T926.435","12318.8752","1564.0172","14191.7201","13696.0346","9900.8354","312.80344","12260.6073","13912.4762","22196.3105","18373.2961","19118.3296","312.80344","10151.6922","16204.4541","13827.3526","312.80344","10832.4162","17789.7683"
"M549.258T834.983","8652.017","783.4497","6949.9821","8226.7388","9434.706","237.07288","14337.6313","6513.0667","5136.2316","12435.0295","9724.8691","264.36","6406.5263","7044.5717","5461.9995","47.414576","11396.5375","9763.9824"
"M415.744T872.34","15341.7773","7850.9568","17273.1645","10314.795","15131.3435","1456.66026","11921.0192","15013.4727","12599.4215","12049.3372","17081.4025","1456.66026","12221.7771","7283.3013","8836.3268","1456.66026","16801.6056","14822.9113"
"M451.125T735.96","7913.6671","3865.5156","6987.3277","8078.4056","5328.4012","42.20354","13757.6877","7262.6613","8019.08","8037.3463","11390.1001","211.0177","3890.8595","10066.4027","8439.9733","242","7634.6569","7931.0256"
"M361.481T320.767","24457.2956","18790.3822","23136.4251","28077.6665","19000.8218","43.6","24713.9322","19363.235","20643.2295","25839.4955","16085.9059","43.6","23422.4808","19851.9623","11564.4406","218","22242.6733","26440.5518"
"M409.075T744.412","4883.2913","5567.2237","5040.0537","4482.0905","5310.1937","585.2082","6565.5563","4672.3809","5846.3598","6482.1423","5493.0918","585.2082","5429.3162","2926.041","6360.0519","585.2082","3723.91","6361.0869"
"M457.136T788.61","2364.61","826.2982","2956.0131","1423.5992","1847.9236","165.25964","3634.6911","3280.3508","2682.7756","3153.5936","3476.879","165.25964","3251.1875","2649.1488","1389.6914","165.25964","2462.6384","4485.4969"
"M311.138T170.155","6614.837","6858.8457","9714.2471","7455.7114","7972.3701","1254.64992","8888.6381","5824.726","9253.3971","9989.7824","9926.7897","1372.6131","7267.2328","6222.0311","7032.9348","1140","10265.9009","11547.5036"
"M593.763T756.056","3660.8266","6505.188","3925.064","1512.1717","1432.5682","329.47119","6278.9108","6671.6293","7935.0457","4049.2342","6589.6151","950.2352","4515.6328","4335.4471","1411.6231","634","359.6799","3041.5799"
"M392.068T765.784","6877.2757","7717.2347","7349.3576","5099.7022","4990.447","998.0894","5270.938","5140.7745","6267.1439","7896.5596","9652.7829","998.0894","8059.6241","6897.6367","5462.0307","998.0894","5578.788","5082.6459"
"M433.661T789.942","10580.5627","8968.4","14913.6113","10941.4827","10590.5358","1473.54214","10786.5731","11353.3052","9850.9","10035.1193","15039.744","1473.54214","10064.3379","8776.4566","7367.7107","1473.54214","17680.7184","19666.5468"
"M919.493T1102.884","4078.1694","9732.0838","9615.5538","5846.2573","10525.5579","815.63388","7041.8991","12692.4115","6314.6874","8929.2725","8769.5363","815.63388","7238.2039","7513.4546","7337.8347","815.63388","8500.6102","6906.6239"
"M437.044T765.875","30108.0107","17830.272","29559.2589","27676.4891","19923.2525","752.03337","19550.7928","32720.292","36538.0092","51387.0052","38668.238","1687.1965","27525.6769","22174.3971","42361.0929","699","50408.7931","49623.6917"
"M715.427T310.719","6362.5858","7607.7563","4865.5221","8896.8762","7164.8075","570.43488","10417.4362","5604.772","7376.4663","6604.2412","8004.5161","570.43488","5545.7715","8388.4047","6345.3311","570.43488","7637.6505","2852.1744"
"M1095.84T892.791","7299.9797","13833.7422","1820.8593","8594.2096","10889.8145","364.17186","18224.2432","16872.4329","17962.2549","18698.4517","14203.9139","364.17186","8199.8836","9074.4332","20418.6197","364.17186","10301.4844","9884.5401"
"M485.168T916.74","8086.3391","5162.8586","9755.265","8977.3713","7215.499","1032.57172","7466.9407","7379.9413","8780.6257","7129.6596","10744.1692","1032.57172","8911.6643","8543.1383","5312.8245","1032.57172","13498.7879","11346.7733"
"M313.119T883.187","30835.0077","2096.8022","23597.1072","27239.6422","21739.0471","419.36044","74450.7699","33482.826","15896.9525","34790.8068","40445.547","419.36044","21472.9811","26528.3344","11701.2363","419.36044","25677.6368","12739.488"
"M433.039T456.919","188.1745","33.6","33.6","1189.5802","826.4604","428.63389","9907.1372","848.6641","501.2793","4615.1639","3579.287","33.6","5048.8156","5339.8699","6049.9779","168","33.6","871.3095"
"M447.259T942.596","7252.3274","7571.9726","7760.3705","7350.6917","4979.8218","390.16113","8174.4853","9569.4552","10159.0677","9996.8646","9084.8861","300.7799","8721.8264","6908.3789","3865.6406","60.15598","8029.2154","6660.9654"
"M355.067T660.488","20999.6827","23899.2387","32868.3633","18283.3438","17519.7819","816.36686","36538.8856","17399.5433","19949.3053","18437.6356","34494.533","33.2","19043.6262","18994.0833","25090.52","166","14176.1966","13309.2112"
"M1134.038T907.684","104091.7575","186463.0569","216575.424","23207.0132","39769.7263","2484.57238","59088.7434","65127.5887","34045.5073","60099.235","149503.5829","2484.57238","12422.8619","58513.0594","134416.296","2484.57238","13203.6864","20411.2729"
"M819.254T316.358","6553.3984","4883.2097","9806.8916","8752.3655","5114.7498","707.68214","10497.2299","8461.63","3538.4107","8286.3132","8743.4104","707.68214","5816.7931","7101.0855","6411.5789","707.68214","10264.5104","8873.5194"
"M383.609T322.831","22686.5102","26547.2299","24307.8292","24962.978","24652.0426","4297.34066","29469.1382","28227.3737","23965.2125","23022.5959","26295.402","4297.34066","26149.4423","27347.0192","27705.8656","4297.34066","21486.7033","26603.9752"
"M341.31T626.276","3276.6375","3374.5132","4597.9538","14049.6298","4847.6102","212.91465","20517.9216","8229.0155","9549.0899","12189.1354","8906.7215","42.58293","12361.5659","16643.9889","17206.2956","42.58293","9439.3867","7093.5743"
"M579.151T798.32","7375.2224","6127.5648","5966.4078","3379.5541","2899.2647","384.80638","7110.6302","5439.3461","8939.8467","5223.7442","24031.4993","384.80638","5588.377","4673.4463","4157.5723","384.80638","1924.0319","3175.1751"
"M784.154T761.471","4879.4663","4531.1883","6042.6766","3650.9783","3847.0724","59.6","5343.1447","5213.8888","5485.5476","6606.0338","5247.2081","59.6","3807.383","5870.4909","4276.6182","298","6613.8242","7450.33"
"M323.187T1016.246","7892.3128","13298.7068","13065.0891","8740.0831","20789.6831","77.03978","11711.5311","13882.1284","9278.0375","13089.9703","15451.3852","385.1989","19665.3381","16924.2673","22291.1677","77.03978","28501.9147","25576.5416"
