"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M773.52T1456.872","2084320.678","2055456.248","2344304.588","1884914.854","1988374.267","2313859.824","653096.131","1510636.736","2237075.319","1530000","666298.582","35845.6291","2036380.633","1944543.543","1800000","1930000","37950.6152","1807221.067","1840000","1903000.359"
"M642.504T1347.309","46204.498","41486.339","51708.036","58643.717","63246.3","74562.915","90959.174","89198.203","56166.303","63700","46805.163","24702.2634","68134.923","31952.416","79900","75500","26967.5882","141808.3791","66300","59230.807"
"M773.519T1472.663","2104538.436","2061598.605","2350033.575","1904158.965","2014483.582","2316449.118","630526.08","1518132.174","2239531.183","1520000","677312.004","38502.7007","2049638.748","1956731.779","1830000","1930000","44725.8588","1816313.77","1850000","1911381.96"
"M773.52T1405.986","2076275.946","2049383.576","2336936.539","1873921.925","1989782.336","2307777.771","616211.469","1504341.299","2235531.821","1510000","660454.523","35893.7096","2059572.598","1938207.757","1810000","1900000","37956.4762","1805694.395","1830000","1888409.796"
"M631.469T1456.902","226707.84","215183.798","295454.633","518960.103","380521.18","348602.86","139844.073","241370.604","348764.909","268000","125125.237","48263.5665","654613.487","350804.319","385000","856000","49344.3267","497587.3269","594000","487627.277"
"M660.517T1313.696","35402.739","39016.802","37325.468","44467.974","61029.866","54860.282","100206.98","55242.736","43322.679","39000","39299.021","7983.8145","72545.683","48152.751","56600","88300","14552.2628","81167.327","69600","68236.963"
"M979.612T1358.969","56782.587","43956.903","49487.067","54671.398","72761.12","63107.822","51702.907","70585.826","61247.282","42700","28017.635","2707.505","76700.293","76812.971","82600","54300","2991.5653","54019.8866","60700","59385.877"
"M680.472T1423.013","175767.308","142552.899","185240.909","222884.224","213268.776","198528.958","263077.829","165877.664","144376.374","158000","129730.531","179132.7175","209501.29","175920.028","172000","228000","188435.8484","315550.1938","314000","260844.883"
"M333.204T1139.313","783191.85","595272.499","468772.807","407131.594","783990.572","837026.288","152692.267","1572283.698","627537.521","817000","577521.432","43067.6161","350909.206","743276.47","727000","1140000","44745.0936","1064072.63","612000","967956.439"
"M664.46T1406.422","348841.854","268826.213","293169.753","358484.893","404788.252","385542.029","328010.539","316705.452","288811.717","347000","299705.074","196331.3881","430272.767","276935.854","382000","457000","243710.1791","461769.6947","456000","516366.776"
"M986.584T1323.28","136448.056","107922.634","153328.499","153748.291","154030.983","148240.194","102683.414","112308.664","123866.912","143000","54518.234","2339.8867","190784.099","152678.445","152000","148000","6788.0055","117185.3284","138000","106200.32"
"M676.511T1297.075","17974.342","25797.652","22359.729","15736.142","14088.982","26285.257","81859.109","20775.438","15920.855","16500","9226.026","2095.4967","33257.359","36729.575","19400","33000","6010.5916","37086.7131","24900","23186.833"
"M607.446T1439.489","234156.172","198999.519","211963.752","285098.801","242239.934","270041.815","402328.448","201733.6","266478.526","223000","138348.923","73514.275","397864.749","263255.042","288000","407000","75723.682","287267.4012","375000","320024.093"
"M770.485T1321.424","127158.32","155280.527","192317.84","207089.435","162334.286","197188.124","156924.071","177253.514","131934.815","171000","96291.264","34080.7907","248619.128","219889.558","185000","2e+05","35538.6936","204671.1457","169000","123239.974"
"M650.482T1423.013","340266.988","310296.551","283073.114","445581.608","438644.683","374251.91","358048.248","282242.866","273756.459","321000","183439.52","59028.6388","676185.478","327293.039","387000","714000","95408.525","512193.058","591000","604426.906"
"M592.477T1456.705","97229.172","94563.616","79875.848","157000.529","132641.822","98806.175","137065.8","115648.063","123184.799","90300","43260.707","35285.4633","218048.608","111672.681","120000","232000","36834.8188","167733.8953","195000","162959.726"
"M863.512T1152.355","218603.92","266693.893","230817.855","329151.319","177758.627","239452.849","255359.071","148565.326","171706.889","247000","134452.733","2076.6685","288094.446","223449.566","205000","187000","5064.8285","165311.4805","206000","183308.742"
"M333.203T1105.19","770027.691","580011.718","463497.491","386901.342","765155.665","832552.383","173711.073","1557955.504","619523.371","806000","561314.664","42142.9651","338061.047","722832.118","736000","1120000","39243.6255","1040071.957","597000","950375.47"
"M393.189T1440.567","160736.312","199225.146","187169.771","178459.375","179865.422","232243.594","195422.843","181845.857","181046.91","177000","170384.66","159076.3606","187066.256","184456.854","170000","221000","143534.668","157167.9668","168000","161297.751"
"M512.261T1189.341","275181.61","250317.805","354380.194","352579.982","269802.651","339599.514","218085.389","209006.691","367672.031","285000","172623.919","19402.7073","383475.737","363470.48","242000","384000","23218.8488","259006.3886","274000","232985.549"
"M646.454T1406.122","113801.711","114922.169","132360.101","172188.241","151389.856","137098.82","110166.029","103748.03","124009.502","129000","86664.935","35919.0036","179556.293","140785.988","130000","148000","33031.3806","171541.3959","177000","165990.514"
"M555.368T1312.999","82506.53","106351.286","80121.318","86498.295","103564.483","70503.418","191083.677","69822.892","82468.588","80000","53571.709","22547.4481","133427.176","82943.332","92500","151000","20760.1292","141023.1728","122000","121783.313"
"M512.262T1169.348","227009.821","257146.344","320183.485","334125.562","355266.53","280642.363","327201.728","227727.536","293292.216","243000","185752.73","18801.1363","416000.631","352706.225","315000","302000","23218.5189","261472.1572","288000","245780.976"
"M967.561T1163.004","211242.669","141032.064","146250.004","173661.616","166955.723","169572.932","361447.017","163262.082","161671.764","268000","163320.754","6898.0165","180811.355","167892.464","148000","175000","4628.8028","140100.3832","131000","165574.039"
"M629.464T1456.367","271501.552","218285.282","243750.795","284508.772","294823.954","237864.279","302190.392","192275.766","287046.157","246000","148915.106","116569.8706","347188.603","247096.352","264000","4e+05","90429.305","304003.377","325000","298773.943"
"M565.397T1373.252","112856.133","120046.045","124403.533","227952.812","198475.054","123206.041","226862.322","121985.962","110913.059","103000","95990.069","74775.4815","268845.073","144931.782","142000","194000","57224.3169","224974.0115","237000","178784.636"
"M293.211T1204.461","371920.561","360909.193","237800.171","260630.139","362294.758","519122.978","186390.273","593278.834","292344.7","362000","278744.208","26529.8445","175151.158","477507.292","375000","622000","30355.0979","416076.3558","316000","362998.769"
"M571.45T1291.55","125588.277","130269.352","141946.121","155613.907","112395.035","161427.066","245953.876","142535.089","131023.862","95700","88028.908","112629.0705","153911.824","120401.937","131000","199000","119691.7336","152621.6951","168000","163525.899"
"M993.569T1356.685","299193.255","192009.982","305615.229","255714.028","346803.683","308783.538","108896.937","228460.183","225345.124","364000","138980.071","4603.41","349535.824","310836.198","321000","318000","920.682","216454.4405","254000","207649.023"
"M729.452T1207.169","147589.232","89273.147","109626.834","135832.745","136900.68","106498.347","212122.15","77433.54","95241.01","115000","73537.277","68216.2332","145419.342","125041.496","95400","127000","24528.3316","167916.8168","153000","150422.372"
"M949.6T1341.992","336084.408","191412.293","227585.7","322593.643","375408.57","367363.483","27340.45","182444.753","322911.396","346000","167294.695","5468.09","430309.299","309911.001","372000","339000","5468.09","370532.1361","152000","401430.167"
"M723.451T1338.726","90460.061","82864.155","68261.833","77899.148","80455.21","73056.373","99022.309","73316.049","74073.124","77400","53799.081","28518.6417","79687.002","68568.408","68700","86600","30947.2261","74737.8557","67900","94428.964"
"M986.593T1340.539","136559.231","107922.634","153418.421","153748.291","154030.983","148240.194","102683.414","112308.664","123866.912","143000","54518.234","2339.8867","178961.811","152678.445","152000","148000","6788.0055","117185.3284","138000","106200.32"
"M393.201T1439.586","169835.703","219938.409","205856.207","189718.582","189228.601","244420.634","224447.12","196446.835","193106.79","215000","179331.21","171468.9461","205799.93","208780.555","184000","229000","159260.6551","168555.9787","186000","166576.385"
"M973.671T1456.538","5571.708","10219.846","512.74394","3366.879","44077.255","9927.341","9588.756","20661.159","5953.792","16400","17354.151","2563.7197","9002.639","23916.515","10500","35800","512.74394","28672.5605","21500","30474.625"
"M293.21T1109.944","448785.613","415314.764","294189.665","293892.974","440288.246","570013.8","286118.368","726561.194","338253.343","470000","340270.506","21254.6899","197129.467","527110.368","437000","705000","24624.8438","483615.8099","381000","431775.661"
"M555.454T1439.586","112419.834","127419.126","133833.769","150007.866","130688.188","104446.473","160364.675","110897.501","120608.758","108000","91220.343","66438.6845","208427.543","128628.953","121000","202000","63742.674","178568.0123","184000","171041.456"
"M539.282T935.356","111060.677","65934.588","164242.647","98415.397","98418.43","93779.702","89876.531","168369.013","70214.691","220000","143636.919","9578.3516","90448.186","169397.718","84700","95400","10335.6653","100996.3528","110000","129673.479"
"M504.266T1201.385","363174.858","207199.423","306449.792","253412.814","360226.236","274472.922","343687.961","275772.542","272200.301","310000","171670.069","4455.1736","332803.011","302864.451","320000","328000","5869.8639","290901.7681","316000","289185.407"
"M592.477T1439.652","93164.903","94551.277","79875.848","156896.35","128012.826","98799.242","153116.275","111592.922","119214.275","86700","43231.146","32095.8115","218048.608","108449.206","120000","228000","36834.8188","167705.2697","182000","157507.234"
"M989.551T1288.291","349394.872","228189.06","306989.805","348477.881","367818.932","342673.033","230640.147","370940.49","390895.124","421000","165905.158","5592.3957","443511.753","317740.063","348000","355000","1118.47914","366915.4522","260000","359694.469"
"M841.523T1305.07","237530.463","185447.043","199103.244","248644.077","180948.163","179886.135","227960.05","127146.59","203611.469","277000","119510.813","14038.7724","254030.578","182369.582","155000","167000","24812.1295","184411.8358","186000","197561.857"
"M889.305T842.452","28435.465","29668.977","59098.377","58629.659","50178.552","63923.753","51796.308","78635.716","62944.989","104000","70658.922","16358.9315","55708.763","62025.594","86000","60300","19658.8328","54469.6513","62300","56081.294"
"M555.365T1404.858","107854.789","137964.827","132060.266","142660.371","155832.708","111099.589","201233.224","105317.449","127847.344","115000","96183.264","49305.3708","212834.368","130414.372","119000","215000","48853.6743","196770.509","199000","172357.147"
"M933.558T1239.033","843270.153","489882.504","588183.279","523405.976","907787.332","698187.758","216761.532","514264.84","477900.635","838000","321408.888","13082.8585","712504.811","654483.022","678000","781000","4431.0707","564958.7609","567000","536697.251"
