"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"M908.359T973.898"," 50600.838"," 31571.886"," 66833.934"," 61891.241"," 69797.425"," 56033.984"," 54754.595"," 77060.145"," 74331.102","113000.000"," 60322.671","  3315.175"," 77058.853"," 74908.632"," 82000.000"," 90000.000"," 15881.441"," 81767.347","104000.000"," 98764.522"," 12561.062"," 34910.536"," 80298.970","110431.618"," 80300.000"," 88137.457","122000.000"," 89600.000","119378.358"," 14420.464"," 99142.889"," 69677.825"," 85794.263"," 90200.000"," 57483.674"," 47016.518"," 52156.267"," 38833.121"," 12665.912","131684.130"," 16095.512","  8704.993"," 13108.154"," 25900.000"," 10587.615"," 54865.981"," 67849.928"," 71700.000","169934.090"," 43977.276"
"M886.334T992.353"," 43414.604"," 20148.156"," 55526.512"," 57785.419"," 58728.476"," 51314.901"," 39180.783"," 56875.921"," 76901.104","111000.000"," 50484.281","  6091.882"," 77746.819","101542.737"," 53700.000"," 78000.000","  5387.997"," 85161.178"," 58000.000"," 76696.497","  6851.387"," 32892.218"," 64916.020","133667.900"," 75800.000"," 78123.843"," 85300.000"," 70800.000"," 91928.339","  5591.082","104562.173"," 51647.484"," 57814.267"," 68200.000"," 42151.499"," 24924.725"," 41508.658"," 28511.813","  9773.127","145693.911","  3263.951","  2515.780","  3431.797"," 10700.000","  6567.213"," 46650.146"," 79255.190"," 69500.000","100154.985"," 26988.606"
"M932.854T973.898"," 43994.420"," 24118.802"," 50029.569"," 39213.720"," 55397.406"," 40352.426"," 38277.938"," 47361.265"," 39606.250"," 64000.000"," 43847.488","  7678.400"," 38370.939"," 39621.844"," 47800.000"," 44000.000"," 12432.154"," 53207.004"," 54600.000"," 52812.947"," 11457.027"," 28954.471"," 39071.493"," 55084.277"," 48900.000"," 63642.672"," 75600.000"," 34500.000"," 69585.255","  6818.120"," 60149.422"," 58615.431"," 64289.579"," 57900.000"," 35826.201"," 31673.531"," 37087.875"," 26623.450","     0.000","109977.162","  7597.725"," 18637.756","  7966.637"," 28400.000","  8257.088"," 36625.172"," 46316.339"," 47800.000"," 99456.804"," 31740.950"
"M850.324T910.27"," 36444.869"," 15783.171"," 40119.883"," 58636.505"," 58396.174"," 44470.862"," 31561.068"," 85177.723"," 62423.852","114000.000"," 53206.879","  1188.596"," 73978.549"," 64052.816"," 59400.000"," 63600.000","  4049.154"," 98282.234"," 75200.000"," 86025.743","  3597.434"," 37833.068"," 81414.959","118315.868"," 67600.000"," 77858.866","105000.000"," 61300.000","121105.696","  5693.684"," 87871.075"," 66197.649"," 94377.994"," 93600.000"," 44069.455"," 51455.619"," 51802.122"," 33914.160","  4843.827","102026.138","  4572.753","  4783.347","  1000.305"," 12500.000","  2682.334"," 62294.939","113613.308"," 70000.000","201029.456"," 39992.960"
"M1001.365T875.234"," 65744.45"," 66525.86"," 96702.17"," 91661.83","105999.25","101032.91"," 89907.76","130084.41","101912.54","182000.00"," 90695.00"," 16334.46","139322.29","114750.96","118000.00","118000.00"," 34739.25","128817.63","133000.00","131800.80"," 14793.24"," 83992.66","116197.27","152697.48","135000.00","103856.60","159000.00"," 86900.00","138551.84"," 26384.22","111161.50","127153.20","119203.79","126000.00"," 76375.21"," 85974.77"," 80540.88"," 87231.90"," 17788.46","152227.39"," 27519.13"," 18844.41"," 21001.49"," 45300.00"," 29092.66"," 93529.55","144571.43","116000.00","226245.23"," 64192.87"
"M481.203T929.492"," 91377.980"," 54674.938","128703.932","138320.352","128552.718","123666.510","175353.850","241846.605","217032.880","229000.000","141050.474","  1387.159","194255.254","156919.591","175000.000","154000.000","  6140.263","306069.190","188000.000","244035.452","  6160.730"," 99355.168","236226.633","391656.630","200000.000","311999.944","253000.000","150000.000","287289.457","  7603.816","225835.014","248611.333","294616.141","231000.000","241738.016","124827.016","153332.613","211482.169","  8502.635","240441.307","  8689.002","  6388.197","  5485.333"," 39600.000","  6061.079","223916.019","393907.784","209000.000","277537.583","102085.559"
"M675.452T1372.394","106880.46","108766.15","144888.09","133382.61","119236.33","107072.35"," 84657.72","103348.27","149929.83","121000.00"," 74126.73"," 60404.73","162995.78","135422.57","132000.00","144000.00"," 50455.16","116182.73","150000.00","112370.85"," 57729.69","137473.73","154270.91","141696.73","155000.00","137345.42"," 98100.00","155000.00","142905.26"," 45180.40","148881.68","185039.95","153568.55","143000.00","138137.03","128231.82","110077.76","114448.37"," 48330.65","124615.06"," 41751.27","125638.99","119516.19"," 93000.00"," 47632.32","102686.68","134964.95","125000.00","138562.69","125672.48"
"M958.38T975.822"," 37616.020"," 14184.984"," 54864.147"," 77508.803"," 81438.216"," 63760.992"," 99892.275","101489.536"," 67678.859","135000.000"," 57402.192","  5770.324"," 85717.930"," 85136.572"," 98000.000"," 95200.000","  2506.176"," 79440.617"," 95400.000"," 90059.198","  1893.645"," 28800.019","113477.877","150468.873","128000.000"," 68918.406","139000.000"," 94400.000","120112.148","  4341.608","118587.961","103404.555"," 90193.876","119000.000"," 54820.597"," 64459.187"," 46108.313"," 30990.034","  6663.083","267368.745"," 12698.579","  4182.805","  8500.852","  7950.000","  2663.711"," 57292.136","102668.249"," 82800.000","117689.851"," 34358.391"
"M1017.397T924.482"," 41492.496"," 22545.171"," 58233.786"," 45886.490"," 57512.605"," 46633.752"," 50959.589"," 53442.957"," 79783.645"," 90800.000"," 71515.194","  3004.260"," 69163.519"," 65513.921"," 73500.000"," 67200.000","  9512.321"," 79883.109"," 77300.000"," 76663.675","  5035.643"," 42106.069"," 68535.192"," 93402.361"," 74200.000"," 74345.041","119000.000"," 66400.000"," 95357.577","  5384.601"," 96706.588"," 72633.513"," 87131.999"," 81400.000"," 50445.305"," 50155.440"," 56372.655"," 34502.556","  4937.259","114424.622","  5424.765","  5815.249","  8443.060","  8630.000","  3891.579"," 57491.553","131002.939"," 66400.000","169406.288"," 32870.503"
"M806.336T927.31"," 61735.129"," 30071.298"," 88544.449"," 84157.009","121247.144"," 86703.066","135029.475","168414.648","148616.845","280000.000"," 95054.319","  2448.966","122273.305","138399.806","162000.000","163000.000","  4389.643","170138.152","172000.000","177607.845","  3966.472"," 43829.745","154010.184","331100.000","188000.000","128938.082","283000.000","155000.000","274803.988","  3589.850","175018.799","154055.632","168084.396","164000.000"," 77611.818"," 74078.797"," 79326.700"," 50571.422","  1602.558","393446.823","  1510.654","  4587.896","  2843.015"," 24200.000","  2751.657","125480.927","390002.748","184000.000","315595.859"," 51485.525"
"M985.395T851.401"," 28814.252"," 15271.909"," 46558.055"," 31207.462"," 71096.134"," 47557.695"," 78628.696"," 75069.153"," 63493.200","149000.000"," 47298.538","  1347.192"," 46267.760"," 49193.145"," 74800.000"," 73600.000","     0.000"," 83174.242"," 62000.000"," 71244.117","     0.000"," 42914.375"," 75130.897","110129.974"," 61500.000"," 34024.813"," 95500.000"," 56800.000"," 87625.873","  1717.640"," 80659.721"," 79817.736"," 59145.584"," 92700.000"," 28078.574"," 47959.485"," 47519.450"," 26111.494","  1397.248"," 91155.474","  1022.115","  2406.510","     0.000","  5580.000","  1398.298"," 49203.194","251400.507","155000.000","245583.426"," 32577.267"
"M621.419T1456.849","150951.91","118534.10","151550.67","192794.63","210282.44","220876.90","154104.92","160219.05","170854.32","180000.00","122164.68"," 69302.66","254361.05","207862.68","216000.00","271000.00"," 90447.82","192972.15","287000.00","232427.46","104876.14","197133.99","271083.92","258763.69","310000.00","154538.74","219000.00","370000.00","287438.32","134061.92","254809.98","394021.24","229229.15","229000.00","168736.88","240170.33","234885.36","160172.04","127218.95","316371.08"," 84316.97","116806.61","119621.61","148000.00"," 78364.55","181295.90","157683.71","308000.00","235750.33","231768.52"
"M980.373T973.898"," 32445.119","  5797.302"," 32551.261"," 29743.238"," 37388.187"," 30917.501"," 30495.246"," 50239.745"," 47252.057"," 85400.000"," 37523.670","     0.000"," 57902.196"," 47108.227"," 30900.000"," 51600.000","  6358.322"," 58904.453"," 37900.000"," 56670.722","  1184.638"," 26330.307"," 30427.078"," 85155.938"," 54800.000"," 36951.724","109000.000"," 43100.000"," 56708.273","  1738.951"," 69854.330"," 32193.972"," 63359.752"," 57400.000"," 24210.409"," 21776.132"," 22198.808"," 14150.193","  1499.466"," 80239.525","  2891.811","     0.000","  3158.713","  6400.000","  2140.890"," 22686.397"," 27742.939"," 26100.000","148413.070"," 15296.056"
"M541.47T1540.699","159147.95","150012.10","213560.91","209227.34","144692.62","166701.21","237489.10","194982.17","252760.83","151000.00","138090.74","123717.74","362485.40","202145.68","193000.00","201000.00","153023.55","232116.99","276000.00","210394.59","131298.81","155849.97","236030.70","235061.85","287000.00","331535.79","215000.00","338000.00","391555.37","135738.73","261440.46","290267.64","248840.86","241000.00","178188.85","143378.06","172325.73","199731.02"," 97390.69","319044.25","124888.51","157415.00"," 95461.02","116000.00","114752.48","204518.20","403230.55","186000.00","233772.04","273291.97"
"M898.347T1006.792"," 61157.006"," 27633.723"," 78602.797"," 75896.149"," 74555.679"," 66163.549"," 58747.465"," 86271.541"," 72809.497","116000.000"," 78903.273"," 20024.427"," 90436.137"," 87315.004"," 79300.000"," 95500.000"," 13511.547"," 91232.067","109000.000","103157.896"," 10946.449"," 52311.146"," 76483.601","114507.892"," 81000.000"," 84415.551","116000.000"," 83100.000","118009.148","  8602.810","112198.960"," 90750.484"," 93599.290"," 97400.000"," 57275.802"," 62377.559"," 54670.541"," 55291.329"," 10369.615","157778.411","  9557.073"," 24043.316"," 17430.986"," 38400.000"," 21361.521"," 74027.196","125940.848"," 80700.000","220651.535"," 49492.704"
"M930.353T957.42"," 56506.821"," 18107.251"," 55427.780"," 57911.670"," 67180.684"," 65018.547"," 92853.878"," 89183.484"," 76149.835","150000.000"," 74837.822"," 14641.344"," 80634.195"," 54501.141"," 86700.000"," 82500.000"," 13962.163"," 97551.547"," 75300.000"," 90482.212"," 13322.371"," 43820.636"," 64563.330","121679.492","106000.000"," 71006.779","125000.000"," 62000.000","107165.968"," 13886.960"," 97937.109"," 74854.960"," 79595.855"," 83000.000"," 52620.515"," 59681.114"," 47375.071"," 41251.018","  7636.546","194584.667","  8606.409","  5015.519"," 10037.288"," 20600.000"," 19204.894"," 62840.201","118515.921"," 80200.000","106524.092"," 36272.651"
"M495.298T1036.333","128060.632"," 29947.897","108771.476"," 79045.045"," 96164.747"," 86580.744"," 47600.114"," 70045.257"," 75350.404","207000.000","171652.340","  2791.368"," 71862.652"," 72094.080"," 78800.000","112000.000","     0.000"," 80532.315"," 63100.000"," 70780.100","  3108.307","141614.109","135255.078"," 77717.034","102000.000"," 58880.389"," 87900.000"," 28300.000"," 41769.500","     0.000"," 69761.110"," 52455.281"," 61529.430"," 33600.000"," 54106.877","163928.237"," 27932.222"," 92046.851","     0.000"," 19706.433","  2230.336","  4028.546","  1274.345","102000.000","     0.000"," 54034.656"," 19069.910"," 56100.000"," 65843.671"," 14174.312"
"M367.15T410.425","  38772.54","  25359.56","  51253.75","  33932.31","  84863.95","  56281.07","  94704.32"," 163651.15","  85299.30"," 126000.00","  81708.31","  21617.72","  39004.70","  72739.18","  61400.00","  73800.00","  14097.39"," 145910.32"," 165000.00"," 177967.83","  23149.31","  39264.81","  73062.19"," 150378.66"," 202000.00","  51157.36"," 188000.00","  26100.00","  67136.91","  21682.01","  28918.81","  53419.75","  86948.20","  43400.00","  32709.76","  31013.40","  28909.80","  25609.98","  19162.31"," 201152.11","  19259.89","  24988.33","  22503.01","  24200.00","  22134.75"," 146726.98"," 717637.28"," 410000.00","1786894.78","  24665.61"
"M551.201T893.689"," 88264.1380"," 37078.3200"," 79193.2920"," 98945.1890"," 88950.3780"," 88391.8810"," 70646.4500","143414.3120","131494.8080","241000.0000","115329.3900","  6140.5376"," 81555.2330","108936.1440","110000.0000","119000.0000","  5672.1288","106869.2057","128000.0000","136821.0940","  3120.3109"," 63993.3670","105010.4380","221670.1950"," 98500.0000","108989.4720","255000.0000","115000.0000","170068.6550","  5780.5882","126955.5110","125645.5670","112134.7690","123000.0000"," 77465.7000"," 67498.1100"," 48045.6310"," 55550.9220","  5798.8746","142633.1640","  4607.6859","   977.8684","  3638.7367"," 19500.0000","  6213.2085"," 86806.3840","150451.5270"," 68600.0000","163527.2135"," 67843.8970"
"M861.313T812.644"," 32144.427"," 14599.691"," 52729.010"," 46042.952"," 69961.398"," 52995.555","137385.759"," 77958.663"," 72612.585","132000.000"," 66818.990","  4279.259"," 53988.222"," 65368.439"," 86100.000"," 72600.000","  2939.090"," 98576.842"," 65700.000"," 81150.829","  3475.898"," 44517.840"," 87628.007","144167.115"," 88500.000"," 71469.588","131000.000"," 77900.000","111321.743","  3682.634"," 73405.567"," 73746.581"," 75538.002"," 73500.000"," 42299.426"," 41687.693"," 39613.753"," 29441.249","  5473.508","115996.580","  3641.482","  2692.830","  7727.807","  8190.000","  6105.592"," 68666.760","162812.820","103000.000","112917.002"," 22493.563"
"M804.315T943.327"," 38864.088"," 19828.327"," 59727.128"," 56912.955"," 78084.156"," 61303.498"," 83732.973"," 88442.871"," 75125.596","134000.000"," 58053.443","  3093.220"," 85320.860"," 76662.260"," 89600.000"," 80000.000","  3895.442"," 71199.922"," 91700.000"," 85426.922","  4134.017"," 37051.193"," 95586.187","141763.383"," 89100.000"," 85897.743","116000.000"," 81800.000","121809.588","     0.000","114859.999"," 91576.045"," 87451.517"," 95000.000"," 60158.653"," 60751.347"," 51907.473"," 38077.367","  3661.273","147982.711","  1804.430","  6709.314","  7280.645"," 22600.000","  1140.946"," 57351.331","143326.739","102000.000","166021.909"," 46617.066"
"M991.383T954.894"," 98687.065"," 13923.361"," 43112.471"," 51556.363","158081.303"," 76602.005"," 60443.481","237015.199","166589.021","373000.000","150601.928","  4158.548"," 88286.562"," 74392.997","173000.000","176000.000","  6801.407","184674.777","105000.000","245621.011","  2811.298"," 58451.656","100546.060","257711.437","119000.000"," 89813.699","412000.000"," 96700.000","142808.772","  7018.321","158311.359","119647.877","107615.176","113000.000"," 65516.426"," 80054.954"," 48696.309"," 42553.847","  1518.213","264751.205","  6564.150","  6404.491","  3220.175","  7010.000","  1263.849"," 74906.413","177475.347","107000.000","816203.913"," 71905.334"
"M649.243T924.482"," 78487.782"," 39818.750"," 89687.321"," 95325.482"," 88766.598"," 97944.242"," 80818.959","105833.498"," 97397.341","126000.000"," 99240.883","  9160.877"," 93149.520","111062.954"," 98200.000","100000.000"," 15047.268","114848.667"," 95700.000","103886.027","  7094.239"," 83632.253","107826.143","129349.647","108000.000","106509.436","132000.000"," 88500.000","120724.608"," 17311.019","103504.708","105187.648","104300.377","104000.000"," 73720.135"," 99195.585"," 61637.680"," 73208.640"," 15945.692","136208.736","  4746.669"," 18233.621","  3028.715"," 64000.000","  4461.078"," 79009.055","108039.953"," 92600.000","130234.870"," 73020.173"
"M897.335T957.42"," 63217.08"," 27127.69"," 81049.42"," 70111.76"," 81093.04"," 73981.84"," 98901.54"," 89496.76"," 95042.03","149000.00"," 97560.36"," 15488.11"," 97419.10","102254.32","102000.00"," 95400.00"," 10819.51","110386.49","106000.00","109384.13"," 11134.03"," 64515.63","109452.40","145091.22","110000.00","109181.74","132000.00","113000.00","148795.36"," 11125.31","107034.55","102186.74"," 95912.24"," 99200.00"," 73007.17"," 85745.25"," 69781.99"," 53031.88"," 14717.41","172732.29"," 12075.37"," 19976.53"," 16993.42"," 34100.00"," 14107.80"," 87579.49","136378.55","105000.00","197337.80"," 53679.08"
"M617.489T1624.961","135787.39","107744.79","186163.45","210026.66","167334.99","173794.09"," 76061.20","174038.01","310839.34","113000.00"," 78425.29","127215.12","398553.82","193298.85","306000.00","262000.00","137437.22","246421.27","365000.00","236456.36"," 89331.79","117002.53","178159.56","230807.57","247000.00","336486.53","262000.00","325000.00","322768.17"," 71725.82","467331.44","280149.60","228825.19","276000.00","174136.18","171178.95","180839.84","180403.85"," 39257.08","355809.45"," 36775.00","110953.07","214100.69","129000.00"," 67749.86","237080.58","213244.11","198000.00","271321.30","255577.99"
"M866.357T1023.188"," 71895.603"," 23082.461","108764.009"," 95210.006","105939.196"," 90190.848","157533.676","125398.372","106175.180","169000.000"," 95110.766"," 23251.294","137265.155","138151.024","151000.000","146000.000"," 21840.731","137059.506","138000.000","137472.378"," 23485.881"," 62080.442","137888.309","166276.783","163000.000","114730.776","172000.000","127000.000","162047.670"," 20622.911","182247.149","131531.707","121235.007","153000.000"," 73504.386","101794.160"," 90676.583"," 65233.955"," 17015.070","347146.897"," 11699.099"," 22833.387"," 16329.794"," 44800.000","  8877.642"," 91070.934","210340.022","124000.000","260051.049"," 62494.836"
"M819.302T866.333"," 47291.445"," 21713.769"," 60067.035"," 72920.195"," 90120.255"," 73642.089","108741.598","149108.217","105096.508","231000.000"," 88704.256","  8948.872"," 90032.936"," 90145.653","112000.000"," 94600.000","  3374.791","147313.247"," 89400.000","125141.626"," 11181.566"," 56938.803","107598.989","331989.522"," 98200.000"," 84948.198","282000.000"," 77000.000","176733.992"," 10027.248"," 99486.935"," 85845.895","100720.675"," 91700.000"," 49346.975"," 52814.857"," 61282.371"," 51819.240"," 17091.752","125655.661","  8475.017","  5795.748","  2692.667"," 21900.000","  3765.303"," 90927.678","284280.903","136000.000","187593.501"," 39116.243"
"M595.491T1621.712"," 64038.30"," 97861.10"," 95363.40","110872.05"," 98497.94"," 64689.31"," 63319.04"," 92712.54","102232.68"," 86200.00"," 78115.08"," 56134.98","129870.51","115477.65","106000.00","115000.00"," 77648.53","108167.06","106000.00"," 93640.29"," 73306.83","101540.02"," 93369.01","102274.75","123000.00","112653.04"," 86900.00","123000.00","126727.92"," 79186.45","173407.17","108933.11","113254.12","104000.00"," 87235.00"," 89379.30"," 89417.19"," 96591.54"," 58768.88","154009.95"," 80886.68"," 89193.23"," 98062.82"," 68300.00"," 84727.87","101659.09","105734.01"," 95900.00","136690.56"," 97668.72"
"M942.381T940.951"," 69941.238"," 21075.867"," 58900.265"," 44907.798","133808.071"," 72881.808"," 62797.243"," 99621.212"," 64630.731","309000.000","172770.979","  3453.668"," 86492.384"," 77089.444","119000.000","117000.000","  3503.408"," 99473.529"," 98300.000","120094.273","  4971.074"," 44143.098"," 83193.589","149404.676","117000.000"," 65083.037","212000.000"," 99500.000"," 83084.863","  3734.966","114693.712"," 74402.453"," 71216.602"," 88000.000"," 42075.634"," 59884.612"," 41280.298"," 19692.446","     0.000","265147.672","  3057.356","  7074.570","     0.000"," 11900.000","  4354.809"," 55389.452","119837.899"," 96500.000","148054.272"," 39540.211"
"M768.289T941.124"," 30559.287"," 22403.056"," 54479.388"," 58844.210"," 69185.885"," 48543.861"," 93456.379"," 77059.862"," 51206.774"," 94700.000"," 45202.831","  2270.956"," 67868.379"," 84540.180"," 67400.000"," 85500.000","  7245.704"," 76108.949"," 83400.000"," 65788.379","  2256.177"," 46591.065"," 89058.474","117777.289"," 82400.000"," 72298.909","124000.000"," 51100.000"," 88938.814","  8980.088"," 96974.362"," 94224.987"," 77144.719"," 72300.000"," 43418.263"," 58159.947"," 45655.440"," 39283.000","     0.000","107504.741","     0.000","  5959.886","  1221.679"," 13300.000","  8576.482"," 47799.235"," 97782.730"," 81100.000","131192.943"," 36769.608"
"M850.319T935.639"," 39620.787"," 19067.712"," 50375.074"," 67270.997"," 76298.470"," 57623.144"," 55614.749"," 97839.827"," 72086.536","145000.000"," 68801.141","  1372.029"," 85079.168"," 77007.808"," 75200.000"," 70000.000","  6688.297","108216.484"," 89500.000","100535.853","  5285.084"," 43148.978"," 91940.613","137268.356"," 89600.000"," 89721.060","138000.000"," 70500.000","134634.148","  8073.228","106734.296"," 82704.149"," 97489.321","101000.000"," 56173.213"," 64544.326"," 57044.028"," 40959.878","  5844.392","112958.464","  6682.033","  7583.815","  1198.775"," 15100.000","  4019.871"," 72499.441","130803.750"," 91200.000","242195.306"," 39980.688"
"M1049.412T957.42"," 28524.105"," 15209.779"," 42652.168"," 47184.792"," 34513.879"," 38970.935"," 33821.369"," 57876.824"," 51733.581"," 85900.000"," 40142.524","  4699.380"," 42323.775"," 44212.027"," 40200.000"," 56700.000","     0.000"," 67534.232"," 62700.000"," 64546.784","  1795.981"," 25851.871"," 69037.256"," 98269.537"," 65200.000"," 55219.849"," 81300.000"," 73800.000"," 85689.264","  3099.620"," 74960.725"," 75949.172"," 67733.146"," 63300.000"," 25741.579"," 41653.176"," 42090.564"," 26991.105","     0.000","121031.779","  3291.944","  2757.521","  2834.797","  4970.000","  1422.368"," 34684.292"," 68284.711"," 46300.000","142231.290"," 28608.030"
"M827.321T940.951"," 66048.253"," 15473.559"," 70689.542"," 59822.863"," 87743.516"," 62376.071"," 58625.898","225160.505","208325.415","406000.000","130497.666","  5142.775"," 96983.700"," 93395.988","125000.000","108000.000","     0.000","211683.774","114000.000","218980.266","  8236.480"," 28331.175"," 65589.414","567895.882"," 91800.000","122726.207","499000.000"," 89800.000","299066.541","  4104.305"," 93727.383"," 94130.020","105270.271"," 99900.000"," 75718.874"," 60507.217"," 55341.757"," 42955.817","  4479.855","211265.988","  6168.471"," 10996.981","  8606.176","  9120.000","  8377.749","101586.233","454779.698"," 88400.000","391532.807"," 54060.257"
"M828.315T926.75"," 41921.639","  8223.669"," 50506.804"," 54275.121"," 55229.599"," 59959.796"," 45913.922","102873.379"," 75125.109","140000.000"," 60851.584","  4661.878"," 73000.834"," 54221.554"," 84800.000"," 82500.000","  8673.448"," 95456.477"," 80100.000","100214.218","  3669.628"," 27490.071"," 61858.721","185820.808"," 72100.000"," 84310.960","172000.000"," 87500.000","125039.470","     0.000"," 86887.905"," 77294.229","107040.815"," 89800.000"," 31237.159"," 59061.154"," 43583.532"," 21964.902","  5096.321","140537.630","  2449.463","  3562.352","  4408.986"," 10300.000","  2918.826"," 60893.972","168424.303"," 67700.000","181261.005"," 34567.021"
"M535.409T1440.116","103053.71"," 95772.60","155253.54","165093.67","122301.89"," 94899.54","128159.99","141114.97","161054.27","119000.00","100490.85"," 72403.75","211272.20","145009.53","128000.00","162000.00"," 48198.50","131365.06","166000.00","171975.47","109958.99"," 99747.13","110307.36","168446.35","147000.00","117830.61","156000.00","215000.00","273711.83"," 52800.08","218933.96","191143.51","203617.33","165000.00","122105.60","117429.47","115028.10","137516.35"," 65383.44","153624.21","270798.29","179776.84"," 75067.44"," 67600.00"," 76107.27","123546.30","180775.76","210000.00","106348.69","209891.55"
"M902.349T917.809"," 52709.750"," 21961.633"," 56817.969"," 65784.984"," 69587.969"," 65404.376","107723.300"," 83183.758"," 71408.091","132000.000"," 75142.534","  6512.825"," 73471.852"," 75931.773"," 87200.000"," 71900.000"," 18258.308"," 75874.669"," 78200.000"," 84969.039"," 15545.499"," 41370.397"," 84633.481","103240.245"," 85900.000"," 71746.693","120000.000"," 68900.000"," 97375.382"," 10004.533"," 66901.203"," 92810.156"," 92473.463"," 79900.000"," 56502.433"," 55278.886"," 59346.190"," 51217.877"," 18784.915","144358.978","  7919.584"," 14990.292"," 10464.967"," 25600.000","  9799.922"," 64039.283","144138.789"," 92700.000","129305.352"," 44639.243"
"M806.333T872.624"," 57623.297"," 31170.767"," 72883.992"," 72393.220","117083.011"," 91755.529","200079.799","120510.768","133801.249","253000.000"," 91378.406","  2554.623","114716.487","123618.471","144000.000","144000.000","  4262.894","148406.458","124000.000","167689.157","  5073.953"," 42257.228","161101.084","287862.183","167000.000"," 93197.847","265000.000","139000.000","198106.168","  3493.236","127321.466","126475.768","155238.280","141000.000"," 57709.189"," 80922.264"," 62083.231"," 43046.024","     0.000","246561.452","  2681.382","  2939.785","     0.000"," 22000.000","  1426.607","113337.832","495550.973","191000.000","240927.326"," 41618.670"
"M507.18T901.88"," 59258.951"," 25839.211"," 77859.659"," 65990.869","103330.983"," 89195.822","112735.024","134693.008","110288.467","126000.000"," 94247.259","  2475.806"," 91745.707"," 94207.492","131000.000","116000.000","  5543.739","130156.537","114000.000","139452.296","  6310.920"," 49391.755","109863.879","122051.718","114000.000"," 96256.722","176000.000","106000.000","156873.810","  3432.707","115678.478"," 96055.292","120340.430","107000.000"," 76766.284"," 64215.562"," 69478.768"," 56623.128","  4982.086","192766.853","  3021.897","  3409.136","  1405.698"," 29000.000","  2923.953"," 86305.540","171907.557","101000.000","195367.685"," 65183.899"
"M798.337T946.991"," 76534.166"," 24299.580"," 61470.895"," 79866.330"," 97359.156"," 71227.538","102214.117"," 90310.284"," 93579.803","169000.000"," 92063.728"," 13914.197"," 83161.748","110184.918","129000.000","136000.000"," 11888.616","125591.676","131000.000","134471.500","  9618.598"," 65215.713","109355.708","158800.071","175000.000"," 81883.129","183000.000","103000.000","144676.546","  4892.621","130414.008"," 97612.027","105398.693","111000.000"," 57925.102"," 70646.366"," 83923.890"," 49360.935","  8047.139","384490.898"," 11139.018"," 15221.214","  7818.290"," 60100.000","  8483.561"," 69150.065","318964.800","152000.000","608619.798"," 56059.412"
"M511.168T833.583"," 79394.921"," 52354.329","101731.347","109524.267","158190.983","140328.175","118421.177","228307.506","156972.081","265000.000","173793.843","  8892.505","114069.386","125699.131","186000.000","174000.000"," 13485.844","185742.065","133000.000","185225.681","  7211.837"," 81828.571","142930.080","197648.284","137000.000","134112.256","240000.000","142000.000","206062.840"," 10129.322","210119.364","138874.675","159876.917","152000.000","110159.303","138496.508","114108.285"," 86163.422"," 10159.617","191171.990","  6236.467","  9117.553","  9565.538"," 50400.000","  7599.242","130462.446","243845.094","153000.000","222728.527","118695.406"
"M718.279T900.968"," 43820.471","  9252.998"," 41638.159"," 44637.175"," 63535.984"," 61017.406"," 50565.938"," 63638.104"," 53493.408","133000.000"," 50976.314","  1420.879"," 53448.815"," 59278.454"," 82200.000"," 77500.000","     0.000"," 70533.676"," 65500.000"," 82020.247","  1529.281"," 36042.538"," 57260.034","128835.836"," 83900.000"," 45150.419","122000.000"," 68700.000"," 92938.025","  2134.445"," 82795.626"," 73716.045"," 55156.931"," 62100.000"," 33133.517"," 41252.485"," 53108.360"," 32671.075","     0.000"," 96968.001","  5076.422","  2900.225","  2918.021"," 13700.000","  2398.271"," 54650.919"," 91661.917"," 81300.000"," 82601.787"," 40469.292"
"M565.21T891.79","144494.457"," 43628.811"," 88902.495"," 80588.786","159315.056"," 97087.446","119050.595","213223.740","190093.124","279000.000","139344.936","  1392.864","109132.621","115630.528","163000.000","181000.000","  3686.540","207532.749","137000.000","215345.627","  1193.995"," 91436.378","149215.380","249256.952","124000.000","162001.715","386000.000","145000.000","197528.004","  1619.095","158937.289","144677.011","159347.139","149000.000","108068.484","115501.659"," 89327.663"," 87100.864","  1512.286","182127.060","  1561.004","     0.000","  3183.557"," 32600.000","  3967.614"," 98114.573","196623.513","178000.000","549262.689"," 97168.589"
"M1023.385T959.199"," 31513.288"," 20489.582"," 44193.022"," 38419.656"," 60981.709"," 43138.582"," 71509.057"," 61105.855"," 81629.955"," 91100.000"," 37777.893"," 12348.847"," 59449.355"," 61811.823"," 83400.000"," 95300.000","  6059.002"," 70665.001"," 67100.000"," 59349.337","  7813.747"," 29916.029"," 61928.566"," 71059.485"," 71200.000"," 56196.785"," 91000.000"," 62100.000"," 78296.826","  4105.722"," 89914.876"," 79296.834"," 74760.181"," 76400.000"," 44238.684"," 49915.419"," 38261.786"," 36928.582","  8212.990","131442.540","  5934.069","  3967.079","  2619.599"," 15200.000","  4912.114"," 42485.359","110550.084"," 68700.000","114350.796"," 33687.585"
